claim,claim_label
our harmless emissions of trifling quantities of carbon dioxide cannot possibly acidify the oceans,REFUTES
the current debate on the connection between co emissions and climate change has largely overlooked an independent and equally serious problem the increasing acidity of our oceans,SUPPORTS
last december the respected journal “oceanography” published projections see graphic below for this rising acidity measured by falling ph,SUPPORTS
since the hockey stick paper in there have been a number of proxy studies analysing a variety of different sources including corals stalagmites tree rings boreholes and ice cores,SUPPORTS
they all confirm the original hockey stick conclusion the th century is the warmest in the last years and that warming was most dramatic after,SUPPORTS
a number of independent investigations from different countries universities and government bodies have investigated the stolen emails and found no evidence of wrong doing,SUPPORTS
focusing on a few suggestive emails taken out of context merely serves to distract from the wealth of empirical evidence for manmade global warming,SUPPORTS
“the emails and documents seem indeed evidence of a scandal involving most of the most prominent scientists pushing the manmade warming theory a scandal that is one of the greatest in modern science,SUPPORTS
it found the scientists rigour and honesty are not in doubt and their behaviour did not prejudice the ipccs conclusions though they did fail to display the proper degree of openness,DISPUTED
… constant media coverage of every significant storm worldwide just makes it seem that way”,SUPPORTS
it is unclear whether global warming is increasing hurricane frequency but there is increasing evidence that warming increases hurricane intensity,SUPPORTS
al gores film was broadly accurate according to an expert witness called when an attempt was made through the courts to prevent the film being shown in schools,DISPUTED
while there are minor errors in an inconvenient truth the main truths presented evidence to show mankind is causing global warming and its various impacts is consistent with peer reviewed science,DISPUTED
while there are isolated cases of growing glaciers the overwhelming trend in glaciers worldwide is retreat,SUPPORTS
in fact the global melt rate has been accelerating since the mids,SUPPORTS
cosmic ray counts have increased over the past years so if they do influence global temperatures they are having a cooling effect,SUPPORTS
by regulating the earth’s cloud cover the sun can turn the temperature up and down,SUPPORTS
while the link between cosmic rays and cloud cover is yet to be confirmed more importantly there has been no correlation between cosmic rays and global temperatures over the last years of global warming,SUPPORTS
in fact in recent years when cosmic rays should have been having their largest cooling effect on record temperatures have been at their highest on record,DISPUTED
hypothetically an increasing solar magnetic field could deflect galactic cosmic rays which hypothetically seed lowlevel clouds thus decreasing the earths reflectivity and causing global warming,DISPUTED
steve mcintyre noticed a strange discontinuity in us temperature data occurring around january,SUPPORTS
as a result the warmest year on us record is now,REFUTES
is now the hottest by a wide margin but the usa only comprises of the globe,NOT_ENOUGH_INFO
austria is today seeing its earliest snowfall in history with to centimetres already predicted in the mountains,NOT_ENOUGH_INFO
since the mid s global temperatures have been warming at around degrees celsius per decade,NOT_ENOUGH_INFO
however weather imposes its own dramatic ups and downs over the long term trend,NOT_ENOUGH_INFO
we expect to see record cold temperatures even during global warming,NOT_ENOUGH_INFO
nevertheless over the last decade daily record high temperatures occurred twice as often as record lows,REFUTES
the major droughts of the th century were likely natural in all respects and hence they are indicative of what could also happen in the future as narisma,REFUTES
everybody knows that the pacific island of tuvalu is sinking,SUPPORTS
around it became obvious the local tidegauge did not agree there was no evidence of sinking,REFUTES
what they find is sea level rise has been steadily accelerating over the past century,SUPPORTS
a paper by ross mckitrick an economics professor at the university of guelph and patrick michaels an environmental studies professor at the university of virginia concludes that half of the global warming trend from to is caused by urban heat island,SUPPORTS
while urban areas are undoubtedly warmer than surrounding rural areas this has had little to no impact on warming trends,SUPPORTS
while the medieval warm period saw unusually warm temperatures in some regions globally the planet was cooler than current conditions,SUPPORTS
now scientists are telling us that mars is experiencing its own planetary warming martian warming,SUPPORTS
martian climate is primarily driven by dust and albedo and there is little empirical evidence that mars is showing long term warming,NOT_ENOUGH_INFO
in the northern hemisphere reached a record low in ice coverage and the northwest passage was opened,SUPPORTS
what you were not told was that the data that triggered this record is only available back to the late s,REFUTES
we know the northwest passage had been open before,SUPPORTS
arctic sea ice has been retreating over the past years,SUPPORTS
while major green house gas ho substantially warms the earth minor green house gases such as co have little effect,NOT_ENOUGH_INFO
